id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9239129,Renovated fully furnished House,48020184,Cassie,CLARENCE VALLEY COUNCIL,-29.679562762918415,152.9249226655045,Private room,55,1,3,2016-03-08,0.63,1,305
3031574,Squeaky Gate B&B  'Posh Room',15441042,Lance,CLARENCE VALLEY COUNCIL,-29.462761602156377,153.18608257851466,Private room,129,1,3,2016-01-09,0.20,3,360
11552927,Annies Luxury Bed & Breakfast :),60417158,Annie,CLARENCE VALLEY COUNCIL,-29.68946901345673,152.92809225478678,Private room,150,1,0,,,1,260
11169416,Patara,58116844,Mark,CLARENCE VALLEY COUNCIL,-29.437849894483552,153.3641283128493,Entire home/apt,120,7,0,,,2,284
5652642,Beach House in National Park.,28524860,Melissa,CLARENCE VALLEY COUNCIL,-29.81667219121981,153.28894058707615,Entire home/apt,120,2,5,2016-03-15,0.42,1,281
10892657,Ole Southgate Pub,9640754,Charmaine,CLARENCE VALLEY COUNCIL,-29.623785061584,153.0078637996345,Private room,80,1,1,2016-03-30,1,1,42
8958976,Clarence River Paradise,23504322,Amy,CLARENCE VALLEY COUNCIL,-29.618298316453814,152.8777314335569,Entire home/apt,220,2,4,2016-01-26,1.03,2,301
11286423,Beachside 5,29605414,Mardi,CLARENCE VALLEY COUNCIL,-29.444174590206227,153.36493373998718,Private room,76,1,2,2016-02-28,1.40,1,344
9188475,Clarence River Retreat,23504322,Amy,CLARENCE VALLEY COUNCIL,-29.61903889017085,152.8783676540927,Shared room,80,1,2,2016-03-12,1.02,2,307
11416641,Centrally loacted heritage charm,55367851,Dianne,CLARENCE VALLEY COUNCIL,-29.689278431789322,152.93727406912384,Entire home/apt,145,3,0,,,1,268
2233993,Quiet modern comfortable and close,4651018,Robyn,CLARENCE VALLEY COUNCIL,-29.434148748473977,153.34032830311378,Private room,100,1,34,2016-03-22,1.44,1,63
396254,"Family Retreat in Wooloweyah, Yamba",1973998,Kerri,CLARENCE VALLEY COUNCIL,-29.479670987459702,153.3415514018292,Entire home/apt,200,5,1,2016-01-05,0.34,2,265
4326439,Riverside on Clarence,8044093,Helen,CLARENCE VALLEY COUNCIL,-29.68780891228292,152.95241568926986,Entire home/apt,106,2,11,2016-03-13,0.72,1,281
394964,"Home Stay in Wooloweyah, Yamba",1973998,Kerri,CLARENCE VALLEY COUNCIL,-29.481031767519134,153.34251263876607,Entire home/apt,98,7,0,,,2,0
9566176,Coastal Beachcomber,23632675,Lauren,TWEED SHIRE COUNCIL,-28.311479004268865,153.57044194674904,Entire home/apt,510,4,0,,,10,158
5153954,On The Beach @ Casuarina,23632675,Lauren,TWEED SHIRE COUNCIL,-28.307366639887636,153.5718592658847,Entire home/apt,228,4,0,,,10,116
6591245,Absolute beachfront,34482559,Brendan,TWEED SHIRE COUNCIL,-28.356018933701275,153.57492049721972,Entire home/apt,395,2,12,2016-02-15,1.47,1,315
10523728,Relax and enjoy Kingscliff Beach,54260530,Elizabeth Kay,TWEED SHIRE COUNCIL,-28.24928024454662,153.56718145709652,Private room,74,1,2,2016-03-20,1.25,1,353
9079755,Yoga Gurukul Retreat Suite,46679322,Simon,TWEED SHIRE COUNCIL,-28.344647627804243,153.46696491865657,Private room,110,1,0,,,2,365
11306366,"Beautiful double bedroom, enjoy",59111195,Sunny,TWEED SHIRE COUNCIL,-28.198404875542924,153.52256664082063,Private room,60,1,0,,,1,365
10256031,Limpinwood Valley Cabin,52727656,Noeline,TWEED SHIRE COUNCIL,-28.29829431928665,153.2108762464245,Entire home/apt,50,1,13,2016-03-30,4.76,1,358
10949768,Tanglewood chalet,39004746,Marianne,TWEED SHIRE COUNCIL,-28.334383196453313,153.53786858285164,Entire home/apt,100,3,0,,,1,359
11515035,Relaxed & Stylish for the family,24912932,Britt,TWEED SHIRE COUNCIL,-28.30178854735898,153.57008472444568,Entire home/apt,450,3,1,2016-03-30,1,1,28
11021045,Beach Vibe @ Salt- Relax and unwind,23632675,Lauren,TWEED SHIRE COUNCIL,-28.279357031123,153.57522469254516,Entire home/apt,284,4,1,2016-03-29,1,10,310
11151817,2 Bedroom Waterfront apartment,57985345,Janene,TWEED SHIRE COUNCIL,-28.25986689325556,153.58151454049647,Entire home/apt,224,1,0,,,9,304
8805515,Beachcomber Resort. December 18-24,46133201,Graeme,TWEED SHIRE COUNCIL,-28.170139598654476,153.54079849263536,Entire home/apt,220,7,0,,,1,88
5523953,White Haven Beach House-,23632675,Lauren,TWEED SHIRE COUNCIL,-28.308655553367622,153.57119065172077,Entire home/apt,228,4,3,2016-01-03,0.50,10,307
2327472,@ the beach house enormous 5 bed ,11890497,Carolyn,TWEED SHIRE COUNCIL,-28.2557980999545,153.58115323393412,Entire home/apt,551,3,0,,,1,333
9672357,Room rent in a beautiful townhouse,49980242,Jhon,TWEED SHIRE COUNCIL,-28.201081767489637,153.53806221887035,Private room,50,1,4,2016-01-15,1.35,2,345
10836318,Beach Shack,1543889,Paul,TWEED SHIRE COUNCIL,-28.28949781743706,153.57676444808453,Entire home/apt,605,1,0,,,1,363
7871630,CASUARINA DREAMING BEACH HOUSE,1354295,Diane,TWEED SHIRE COUNCIL,-28.289403448846656,153.57386455504925,Entire home/apt,643,7,1,2016-01-03,0.33,12,0
